org,repo,hyperlink,commits_last_30d,PRs_closed_30d
google,aarch64-esr-decoder,https://github.com/google/aarch64-esr-decoder,15,99
google,mobly-bundled-snippets,https://github.com/google/mobly-bundled-snippets,0,73
google,cel-cpp,https://github.com/google/cel-cpp,0,28
google,blockly-samples,https://github.com/google/blockly-samples,0,76
google,snappy,https://github.com/google/snappy,4,28
google,dranet,https://github.com/google/dranet,20,88
google,gmail-oauth2-tools,https://github.com/google/gmail-oauth2-tools,0,7
google,OpenSK,https://github.com/google/OpenSK,0,91
google,osv-scanner-action,https://github.com/google/osv-scanner-action,22,61
google,cel-java,https://github.com/google/cel-java,31,86
google,GTMAppAuth,https://github.com/google/GTMAppAuth,0,90
google,openhtf,https://github.com/google/openhtf,0,57
google,ml-metrics,https://github.com/google/ml-metrics,4,75
google,fleetbench,https://github.com/google/fleetbench,10,1
google,closure-templates,https://github.com/google/closure-templates,0,81
google,dive,https://github.com/google/dive,32,94
google,test-server,https://github.com/google/test-server,9,24
google,j2objc,https://github.com/google/j2objc,0,87
google,tarpc,https://github.com/google/tarpc,0,46
google,deps.dev,https://github.com/google/deps.dev,1,86
google,slo-generator,https://github.com/google/slo-generator,0,69
google,metrax,https://github.com/google/metrax,3,57
google,multichase,https://github.com/google/multichase,0,31
google,netkat,https://github.com/google/netkat,7,52
google,kube-startup-cpu-boost,https://github.com/google/kube-startup-cpu-boost,6,80
google,riegeli,https://github.com/google/riegeli,0,0
google,keep-sorted,https://github.com/google/keep-sorted,9,68
google,arolla,https://github.com/google/arolla,18,0
google,neuroglancer,https://github.com/google/neuroglancer,0,80
google,heir,https://github.com/google/heir,77,77
google,earthengine-community,https://github.com/google/earthengine-community,0,77
google,eclipsa-audio-plugin,https://github.com/google/eclipsa-audio-plugin,4,26
google,kotlin-fhir,https://github.com/google/kotlin-fhir,4,19
google,double-conversion,https://github.com/google/double-conversion,0,89
google,kernel-research,https://github.com/google/kernel-research,61,76
google,executor.nvim,https://github.com/google/executor.nvim,3,16
google,saxml,https://github.com/google/saxml,3,0
google,docsy-example,https://github.com/google/docsy-example,2,69
google,jsonschema-go,https://github.com/google/jsonschema-go,15,2
google,oracle-toolkit,https://github.com/google/oracle-toolkit,0,99
google,play-services-plugins,https://github.com/google/play-services-plugins,8,80
google,closure-compiler-npm,https://github.com/google/closure-compiler-npm,0,92
google,go-tpm-tools,https://github.com/google/go-tpm-tools,1,84
google,differential-privacy,https://github.com/google/differential-privacy,4,40
google,dotprompt,https://github.com/google/dotprompt,3,97
google,fhir-data-pipes,https://github.com/google/fhir-data-pipes,0,80
google,fhir-gateway,https://github.com/google/fhir-gateway,1,70
google,android-fhir,https://github.com/google/android-fhir,0,84
google,s2-geometry-library-java,https://github.com/google/s2-geometry-library-java,0,6
google,practical-inverse-rendering-of-textured-and-translucent-appearance,https://github.com/google/practical-inverse-rendering-of-textured-and-translucent-appearance,0,0
google,gnostic,https://github.com/google/gnostic,2,68
google,protobuf.dart,https://github.com/google/protobuf.dart,0,79
google,tensorstore,https://github.com/google/tensorstore,0,8
google,sequence-layers,https://github.com/google/sequence-layers,1,0
google,fiddle,https://github.com/google/fiddle,3,53
google,mtail,https://github.com/google/mtail,0,66
google,googet,https://github.com/google/googet,0,86
google,qwix,https://github.com/google/qwix,37,68
google,meterstick,https://github.com/google/meterstick,0,54
google,opendocs,https://github.com/google/opendocs,4,32
google,googletest-rust,https://github.com/google/googletest-rust,18,89
google,xarray-tensorstore,https://github.com/google/xarray-tensorstore,2,7
google,gnxi,https://github.com/google/gnxi,0,76
google,anonymous-tokens,https://github.com/google/anonymous-tokens,19,33
google,wireit,https://github.com/google/wireit,0,14
google,trillian,https://github.com/google/trillian,0,83
google,silifuzz,https://github.com/google/silifuzz,5,0
google,array_record,https://github.com/google/array_record,2,47
google,nomulus,https://github.com/google/nomulus,0,93
google,webview-ads,https://github.com/google/webview-ads,4,3
google,mug,https://github.com/google/mug,0,42
google,trillian-website,https://github.com/google/trillian-website,12,98
google,evolve-forms,https://github.com/google/evolve-forms,2,15
google,workflow-graph,https://github.com/google/workflow-graph,1,57
google,cloud-android-orchestration,https://github.com/google/cloud-android-orchestration,20,88
google,ads-api-report-fetcher,https://github.com/google/ads-api-report-fetcher,2,0
google,trillian-examples,https://github.com/google/trillian-examples,0,91
google,tsec,https://github.com/google/tsec,7,12
google,budoux,https://github.com/google/budoux,11,41
google,snippet-uiautomator,https://github.com/google/snippet-uiautomator,4,72
google,addlicense,https://github.com/google/addlicense,0,71
google,go-tdx-guest,https://github.com/google/go-tdx-guest,5,54
google,s2a-proto,https://github.com/google/s2a-proto,2,9
google,blockly-keyboard-experimentation,https://github.com/google/blockly-keyboard-experimentation,12,93
google,toucan,https://github.com/google/toucan,6,1
google,earthengine-catalog,https://github.com/google/earthengine-catalog,32,89
google,bigwheels,https://github.com/google/bigwheels,6,96
google,esamplusplus,https://github.com/google/esamplusplus,3,1
google,howtodiv,https://github.com/google/howtodiv,12,0
google,nccl-plugin-gpudirect-tcpxo,https://github.com/google/nccl-plugin-gpudirect-tcpxo,0,0
google,pathways-job,https://github.com/google/pathways-job,1,24
google,swiftshader,https://github.com/google/swiftshader,0,0
google,fully-homomorphic-encryption,https://github.com/google/fully-homomorphic-encryption,3,14
google,watchface,https://github.com/google/watchface,1,75
google,xplat,https://github.com/google/xplat,6,0
google,polymorphicDSL,https://github.com/google/polymorphicDSL,2,83
google,TestParameterInjector,https://github.com/google/TestParameterInjector,0,17
google,jsinterop-annotations,https://github.com/google/jsinterop-annotations,0,0
google,escapevelocity,https://github.com/google/escapevelocity,1,46
google,flogger,https://github.com/google/flogger,0,63
google,jsinterop-base,https://github.com/google/jsinterop-base,0,2
google,guava-beta-checker,https://github.com/google/guava-beta-checker,0,23
google,elemental2,https://github.com/google/elemental2,0,0
google,jsinterop-generator,https://github.com/google/jsinterop-generator,0,2
google,turbine,https://github.com/google/turbine,1,53
google,ground-android,https://github.com/google/ground-android,0,86
google,weather-tools,https://github.com/google/weather-tools,3,93
google,fhir,https://github.com/google/fhir,0,30
google,kati,https://github.com/google/kati,0,86
google,vanir,https://github.com/google/vanir,1,0
google,argh,https://github.com/google/argh,0,71
google,minja,https://github.com/google/minja,5,61
google,pyglove,https://github.com/google/pyglove,1,75
google,libnss-cache,https://github.com/google/libnss-cache,2,72
google,cassowary.dart,https://github.com/google/cassowary.dart,0,28
google,init2winit,https://github.com/google/init2winit,0,82
google,ink-stroke-modeler,https://github.com/google/ink-stroke-modeler,1,45
google,speaker-id,https://github.com/google/speaker-id,0,31
google,zimtohrli,https://github.com/google/zimtohrli,19,95
google,gfxstream,https://github.com/google/gfxstream,16,53
google,struct2tensor,https://github.com/google/struct2tensor,0,28
google,localtoast,https://github.com/google/localtoast,0,31
google,jaxonnxruntime,https://github.com/google/jaxonnxruntime,2,48
google,python-spanner-orm,https://github.com/google/python-spanner-orm,1,90
google,pthreadpool,https://github.com/google/pthreadpool,1,25
google,nsscache,https://github.com/google/nsscache,2,95
google,selinux-policy-languages,https://github.com/google/selinux-policy-languages,1,5
google,pdl-language,https://github.com/google/pdl-language,1,7
google,aidl-language,https://github.com/google/aidl-language,1,7
google,tacotron,https://github.com/google/tacotron,0,3
google,if-this-then-ad,https://github.com/google/if-this-then-ad,5,88
google,minijail,https://github.com/google/minijail,1,0
google,native-pkcs11,https://github.com/google/native-pkcs11,4,85
google,osdemo,https://github.com/google/osdemo,4,24
google,kotlin,https://github.com/google/kotlin,0,1
google,json_serializable.dart,https://github.com/google/json_serializable.dart,0,87
google,source_helper.dart,https://github.com/google/source_helper.dart,1,43
google,seqio,https://github.com/google/seqio,2,48
google,etils,https://github.com/google/etils,3,60
google,effcee,https://github.com/google/effcee,1,62
google,budoux-extension,https://github.com/google/budoux-extension,16,72
google,genc,https://github.com/google/genc,0,57
google,gematria,https://github.com/google/gematria,1,97
google,mobly,https://github.com/google/mobly,0,77
google,Xee,https://github.com/google/Xee,0,55
google,go-units,https://github.com/google/go-units,2,2
google,rax,https://github.com/google/rax,0,42
google,ChromeBrowserEnterprise,https://github.com/google/ChromeBrowserEnterprise,1,16
google,automotive-design-compose,https://github.com/google/automotive-design-compose,18,61
google,github-sandbox,https://github.com/google/github-sandbox,6,74
google,praxis,https://github.com/google/praxis,1,29
google,mozc-devices,https://github.com/google/mozc-devices,1,29
